"","Id","Id2","age60_perc","bachelor_perc","Geography","Year","est.white.percent","est.black.percent"
"163","0500000US06013",6013,18.3,10.2,"Contra Costa County, California",2012,0.628441909,0.090426335
"164","0500000US06013",6013,18.3,10.2,"Contra Costa County, California",2013,0.610719198,0.088440466
"165","0500000US06013",6013,18.3,10.2,"Contra Costa County, California",2014,0.593695533,0.084728422
"166","0500000US06013",6013,18.3,10.2,"Contra Costa County, California",2015,0.567703429,0.089065405
"167","0500000US06013",6013,18.3,10.2,"Contra Costa County, California",2016,0.580421398,0.085816829
"168","0500000US06013",6013,18.3,10.2,"Contra Costa County, California",2017,0.57138898,0.082105454
"169","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2010,0.641884184,0.092585012
"170","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2011,0.638599151,0.091686865
"171","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2012,0.628441909,0.090426335
"172","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2013,0.610719198,0.088440466
"173","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2014,0.593695533,0.084728422
"174","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2015,0.567703429,0.089065405
"175","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2016,0.580421398,0.085816829
"176","0500000US06013",6013,18.3,44482,"Contra Costa County, California",2017,0.57138898,0.082105454
"177","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2010,0.641884184,0.092585012
"178","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2011,0.638599151,0.091686865
"179","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2012,0.628441909,0.090426335
"180","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2013,0.610719198,0.088440466
"181","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2014,0.593695533,0.084728422
"182","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2015,0.567703429,0.089065405
"183","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2016,0.580421398,0.085816829
"184","0500000US06013",6013,18.3,44762,"Contra Costa County, California",2017,0.57138898,0.082105454
"185","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2010,0.641884184,0.092585012
"186","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2011,0.638599151,0.091686865
"187","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2012,0.628441909,0.090426335
"188","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2013,0.610719198,0.088440466
"189","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2014,0.593695533,0.084728422
"190","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2015,0.567703429,0.089065405
"191","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2016,0.580421398,0.085816829
"192","0500000US06013",6013,18.3,46485,"Contra Costa County, California",2017,0.57138898,0.082105454
"193","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2010,0.893567116,0.007577514
"194","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2011,0.866457018,0.008146437
"195","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2012,0.861265722,0.007587464
"196","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2013,0.872700661,0.017646379
"197","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2014,0.876812663,0.008007122
"198","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2015,0.8797736,0.007980396
"199","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2016,0.875393939,0.009670034
"200","0500000US06017",6017,21.9,4.3,"El Dorado County, California",2017,0.882224703,0.008704302
"201","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2010,0.893567116,0.007577514
"202","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2011,0.866457018,0.008146437
"203","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2012,0.861265722,0.007587464
"204","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2013,0.872700661,0.017646379
"205","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2014,0.876812663,0.008007122
"206","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2015,0.8797736,0.007980396
"207","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2016,0.875393939,0.009670034
"208","0500000US06017",6017,21.9,7.2,"El Dorado County, California",2017,0.882224703,0.008704302
"209","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2010,0.893567116,0.007577514
"210","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2011,0.866457018,0.008146437
"211","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2012,0.861265722,0.007587464
"212","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2013,0.872700661,0.017646379
"213","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2014,0.876812663,0.008007122
"214","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2015,0.8797736,0.007980396
"215","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2016,0.875393939,0.009670034
"216","0500000US06017",6017,21.9,4.2,"El Dorado County, California",2017,0.882224703,0.008704302
"217","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2010,0.893567116,0.007577514
"218","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2011,0.866457018,0.008146437
"219","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2012,0.861265722,0.007587464
"220","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2013,0.872700661,0.017646379
"221","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2014,0.876812663,0.008007122
"222","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2015,0.8797736,0.007980396
"223","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2016,0.875393939,0.009670034
"224","0500000US06017",6017,21.9,4.1,"El Dorado County, California",2017,0.882224703,0.008704302
"225","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2010,0.893567116,0.007577514
"226","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2011,0.866457018,0.008146437
"227","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2012,0.861265722,0.007587464
"228","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2013,0.872700661,0.017646379
"229","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2014,0.876812663,0.008007122
"230","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2015,0.8797736,0.007980396
"231","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2016,0.875393939,0.009670034
"232","0500000US06017",6017,21.9,4.8,"El Dorado County, California",2017,0.882224703,0.008704302
"233","0500000US06017",6017,21.9,5660,"El Dorado County, California",2010,0.893567116,0.007577514
"234","0500000US06017",6017,21.9,5660,"El Dorado County, California",2011,0.866457018,0.008146437
"235","0500000US06017",6017,21.9,5660,"El Dorado County, California",2012,0.861265722,0.007587464
"236","0500000US06017",6017,21.9,5660,"El Dorado County, California",2013,0.872700661,0.017646379
"237","0500000US06017",6017,21.9,5660,"El Dorado County, California",2014,0.876812663,0.008007122
"238","0500000US06017",6017,21.9,5660,"El Dorado County, California",2015,0.8797736,0.007980396
"239","0500000US06017",6017,21.9,5660,"El Dorado County, California",2016,0.875393939,0.009670034
"240","0500000US06017",6017,21.9,5660,"El Dorado County, California",2017,0.882224703,0.008704302
"241","0500000US06017",6017,21.9,5800,"El Dorado County, California",2010,0.893567116,0.007577514
"242","0500000US06017",6017,21.9,5800,"El Dorado County, California",2011,0.866457018,0.008146437
"243","0500000US06017",6017,21.9,5800,"El Dorado County, California",2012,0.861265722,0.007587464
"244","0500000US06017",6017,21.9,5800,"El Dorado County, California",2013,0.872700661,0.017646379
"245","0500000US06017",6017,21.9,5800,"El Dorado County, California",2014,0.876812663,0.008007122
"246","0500000US06017",6017,21.9,5800,"El Dorado County, California",2015,0.8797736,0.007980396
"247","0500000US06017",6017,21.9,5800,"El Dorado County, California",2016,0.875393939,0.009670034
"248","0500000US06017",6017,21.9,5800,"El Dorado County, California",2017,0.882224703,0.008704302
"249","0500000US06017",6017,21.9,5312,"El Dorado County, California",2010,0.893567116,0.007577514
"250","0500000US06017",6017,21.9,5312,"El Dorado County, California",2011,0.866457018,0.008146437
"251","0500000US06017",6017,21.9,5312,"El Dorado County, California",2012,0.861265722,0.007587464
"252","0500000US06017",6017,21.9,5312,"El Dorado County, California",2013,0.872700661,0.017646379
"253","0500000US06017",6017,21.9,5312,"El Dorado County, California",2014,0.876812663,0.008007122
"254","0500000US06017",6017,21.9,5312,"El Dorado County, California",2015,0.8797736,0.007980396
"255","0500000US06017",6017,21.9,5312,"El Dorado County, California",2016,0.875393939,0.009670034
"256","0500000US06017",6017,21.9,5312,"El Dorado County, California",2017,0.882224703,0.008704302
"257","0500000US06019",6019,14.6,4.7,"Fresno County, California",2010,0.591820181,0.050997163
"258","0500000US06019",6019,14.6,4.7,"Fresno County, California",2011,0.5526289,0.049346487
"259","0500000US06019",6019,14.6,4.7,"Fresno County, California",2012,0.55653316,0.052268447
"260","0500000US06019",6019,14.6,4.7,"Fresno County, California",2013,0.61849714,0.051160298
"261","0500000US06019",6019,14.6,4.7,"Fresno County, California",2014,0.605187096,0.051638036
"262","0500000US06019",6019,14.6,4.7,"Fresno County, California",2015,0.646409078,0.047909394
"263","0500000US06019",6019,14.6,4.7,"Fresno County, California",2016,0.65374956,0.048622585
"264","0500000US06019",6019,14.6,4.7,"Fresno County, California",2017,0.655921881,0.046850408
"265","0500000US06019",6019,14.6,3.2,"Fresno County, California",2010,0.591820181,0.050997163
"266","0500000US06019",6019,14.6,3.2,"Fresno County, California",2011,0.5526289,0.049346487
"267","0500000US06019",6019,14.6,3.2,"Fresno County, California",2012,0.55653316,0.052268447
"268","0500000US06019",6019,14.6,3.2,"Fresno County, California",2013,0.61849714,0.051160298
"269","0500000US06019",6019,14.6,3.2,"Fresno County, California",2014,0.605187096,0.051638036
"270","0500000US06019",6019,14.6,3.2,"Fresno County, California",2015,0.646409078,0.047909394
"271","0500000US06019",6019,14.6,3.2,"Fresno County, California",2016,0.65374956,0.048622585
"272","0500000US06019",6019,14.6,3.2,"Fresno County, California",2017,0.655921881,0.046850408
"273","0500000US06019",6019,14.6,4.5,"Fresno County, California",2010,0.591820181,0.050997163
"274","0500000US06019",6019,14.6,4.5,"Fresno County, California",2011,0.5526289,0.049346487
"275","0500000US06019",6019,14.6,4.5,"Fresno County, California",2012,0.55653316,0.052268447
"276","0500000US06019",6019,14.6,4.5,"Fresno County, California",2013,0.61849714,0.051160298
"277","0500000US06019",6019,14.6,4.5,"Fresno County, California",2014,0.605187096,0.051638036
"278","0500000US06019",6019,14.6,4.5,"Fresno County, California",2015,0.646409078,0.047909394
"279","0500000US06019",6019,14.6,4.5,"Fresno County, California",2016,0.65374956,0.048622585
"280","0500000US06019",6019,14.6,4.5,"Fresno County, California",2017,0.655921881,0.046850408
"281","0500000US06019",6019,14.6,4.6,"Fresno County, California",2010,0.591820181,0.050997163
"282","0500000US06019",6019,14.6,4.6,"Fresno County, California",2011,0.5526289,0.049346487
"283","0500000US06019",6019,14.6,4.6,"Fresno County, California",2012,0.55653316,0.052268447
"284","0500000US06019",6019,14.6,4.6,"Fresno County, California",2013,0.61849714,0.051160298
"285","0500000US06019",6019,14.6,4.6,"Fresno County, California",2014,0.605187096,0.051638036
"286","0500000US06019",6019,14.6,4.6,"Fresno County, California",2015,0.646409078,0.047909394
"287","0500000US06019",6019,14.6,4.6,"Fresno County, California",2016,0.65374956,0.048622585
"288","0500000US06019",6019,14.6,4.6,"Fresno County, California",2017,0.655921881,0.046850408
"289","0500000US06019",6019,14.6,5.8,"Fresno County, California",2010,0.591820181,0.050997163
"290","0500000US06019",6019,14.6,5.8,"Fresno County, California",2011,0.5526289,0.049346487
"291","0500000US06019",6019,14.6,5.8,"Fresno County, California",2012,0.55653316,0.052268447
"292","0500000US06019",6019,14.6,5.8,"Fresno County, California",2013,0.61849714,0.051160298
"293","0500000US06019",6019,14.6,5.8,"Fresno County, California",2014,0.605187096,0.051638036
"294","0500000US06019",6019,14.6,5.8,"Fresno County, California",2015,0.646409078,0.047909394
"295","0500000US06019",6019,14.6,5.8,"Fresno County, California",2016,0.65374956,0.048622585
"296","0500000US06019",6019,14.6,5.8,"Fresno County, California",2017,0.655921881,0.046850408
"297","0500000US06019",6019,14.6,54702,"Fresno County, California",2010,0.591820181,0.050997163
"298","0500000US06019",6019,14.6,54702,"Fresno County, California",2011,0.5526289,0.049346487
"299","0500000US06019",6019,14.6,54702,"Fresno County, California",2012,0.55653316,0.052268447
"300","0500000US06019",6019,14.6,54702,"Fresno County, California",2013,0.61849714,0.051160298
"301","0500000US06019",6019,14.6,54702,"Fresno County, California",2014,0.605187096,0.051638036
"302","0500000US06019",6019,14.6,54702,"Fresno County, California",2015,0.646409078,0.047909394
"303","0500000US06019",6019,14.6,54702,"Fresno County, California",2016,0.65374956,0.048622585
"304","0500000US06019",6019,14.6,54702,"Fresno County, California",2017,0.655921881,0.046850408
"305","0500000US06019",6019,14.6,49738,"Fresno County, California",2010,0.591820181,0.050997163
"306","0500000US06019",6019,14.6,49738,"Fresno County, California",2011,0.5526289,0.049346487
